"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000091622",275.772276192726,-0.0541428045745138,0.113248178429036,-0.47808984944019,0.632586256379871,0.70892481705557,"PITPNM3","83394","PITPNM family member 3"
"ENSG00000169629",12.7994610657517,0.232550375225708,0.486433526298657,0.478072259934912,0.632598775165082,0.70892481705557,"RGPD8","727851","RANBP2 like and GRIP domain containing 8"
"ENSG00000162927",69.9669876408776,-0.102678763106708,0.214887854186991,-0.477824879843415,0.632774851428044,0.709048214247042,"PUS10","150962","pseudouridine synthase 10"
"ENSG00000183401",46.8212178738535,-0.120836434961894,0.252918879352168,-0.477767556425234,0.632815655148655,0.709048214247042,"CCDC159","126075","coiled-coil domain containing 159"
"ENSG00000108551",38.4941447683695,-0.131640405659327,0.275614652030241,-0.47762484573891,0.63291724373856,0.709102221116454,"RASD1","51655","ras related dexamethasone induced 1"
"ENSG00000113231",22.9141565634656,-0.170341609891533,0.356803998358731,-0.477409476001084,0.633070567778263,0.709189524686695,"PDE8B","8622","phosphodiesterase 8B"
"ENSG00000091129",15.7373406484642,-0.206529886987836,0.43264529137921,-0.477365387080601,0.633101957100598,0.709189524686695,"NRCAM","4897","neuronal cell adhesion molecule"
"ENSG00000163050",98.0800009707092,-0.0864983868421141,0.181255244468853,-0.477218670806395,0.633206417225687,0.709245848377389,"COQ8A","56997","coenzyme Q8A"
"ENSG00000102886",4.50755462267683,-0.377291395316161,0.790727298165926,-0.477144770632404,0.633259035981588,0.709245848377389,"GDPD3","79153","glycerophosphodiester phosphodiesterase domain containing 3"
"ENSG00000143882",10.7738278450993,0.247255625543369,0.519015045897816,0.476393945604516,0.633793747165463,0.709784869296094,"ATP6V1C2","245973","ATPase H+ transporting V1 subunit C2"
"ENSG00000145029",153.56842070145,0.0685185876298893,0.14386329053949,0.476275687654184,0.633877983762966,0.709819355900828,"NICN1","84276","nicolin 1, tubulin polyglutamylase complex subunit"
"ENSG00000179399",8.85178932419127,-0.278022050367283,0.584121192069731,-0.475966381877296,0.634098328516479,0.710006238354061,"GPC5","2262","glypican 5"
"ENSG00000089199",12.2720122716544,0.234994193357842,0.494584210150617,0.475134847686056,0.634690861683294,0.710609797258493,"CHGB","1114","chromogranin B"
"ENSG00000156239",167.915369994444,-0.0688921711673148,0.145095487641026,-0.474805745425783,0.634925437483278,0.710812513541208,"N6AMT1","29104","N-6 adenine-specific DNA methyltransferase 1"
"ENSG00000100271",106.133236602425,-0.07949916100946,0.167714984568879,-0.474013465247706,0.635490305146724,0.711298890382994,"TTLL1","25809","TTL family tubulin polyglutamylase complex subunit L1"
"ENSG00000143355",3.18277057006213,-0.446235500257232,0.941473315563326,-0.473975728128024,0.635517215670418,0.711298890382994,"LHX9","56956","LIM homeobox 9"
"ENSG00000115561",926.912150870061,0.0334985513002094,0.0706763652237745,0.473971053748262,0.635520549026878,0.711298890382994,"CHMP3","51652","charged multivesicular body protein 3"
"ENSG00000074211",2.21773285967201,-0.534772828905134,1.13227372180391,-0.472299955926866,0.636712701820036,0.712567499568504,"PPP2R2C","5522","protein phosphatase 2 regulatory subunit Bgamma"
"ENSG00000089818",625.842948357997,0.0359737942916066,0.0761782457962596,0.472231854587716,0.63676130495246,0.712567499568504,"NECAP1","25977","NECAP endocytosis associated 1"
"ENSG00000168152",27.4269970554284,0.153872826055919,0.325986035386848,0.472022753592245,0.636910547664044,0.712632039990399,"THAP9","79725","THAP domain containing 9"
"ENSG00000165795",4.5779671541693,-0.367356924014208,0.778297409564724,-0.472000702430269,0.636926287210211,0.712632039990399,"NDRG2","57447","NDRG family member 2"
"ENSG00000174775",701.293575544721,0.0376957808717473,0.0800513130018751,0.470895222803708,0.637715559673022,0.713455025570845,"HRAS","3265","HRas proto-oncogene, GTPase"
"ENSG00000163412",60.752118376304,-0.109146862211897,0.232187991101681,-0.47007970435516,0.638298073803377,0.714046577634671,"EIF4E3","317649","eukaryotic translation initiation factor 4E family member 3"
"ENSG00000135390",1632.95417866973,-0.0264578713010113,0.0563766100817992,-0.469305821379158,0.638851054807602,0.714604994943116,"ATP5MC2","517","ATP synthase membrane subunit c locus 2"
"ENSG00000103363",1751.40773510741,0.0246741086551764,0.0525948382241893,0.469135555660448,0.638972745788401,0.714680927120972,"ELOB","6923","elongin B"
"ENSG00000068137",272.271696476569,-0.0504911095757253,0.107739947344536,-0.468638706628124,0.639327905397138,0.715017955497203,"PLEKHH3","79990","pleckstrin homology, MyTH4 and FERM domain containing H3"
"ENSG00000144362",5.75511335388626,0.328422972595386,0.701878979402187,0.467919658849328,0.639842044440519,0.715532713164854,"PHOSPHO2","493911","phosphatase, orphan 2"
"ENSG00000158201",72.7614551376993,0.0960989475167149,0.205584941083213,0.467441569457258,0.640183987349114,0.715805922694094,"ABHD3","171586","abhydrolase domain containing 3, phospholipase"
"ENSG00000102096",102.388902352641,-0.0849500107657044,0.181739484854049,-0.467427377346897,0.640194139111816,0.715805922694094,"PIM2","11040","Pim-2 proto-oncogene, serine/threonine kinase"
"ENSG00000173933",63.6253385492236,-0.102354449133924,0.219130269101252,-0.467094069448842,0.640432577043868,0.716012246489617,"RBM4","5936","RNA binding motif protein 4"
"ENSG00000150991",14029.0875319825,-0.0171064014729033,0.0366329981629332,-0.466967005998769,0.640523483993678,0.71605360781113,"UBC","7316","ubiquitin C"
"ENSG00000197128",111.086075299465,0.0760341079833272,0.162899186748659,0.466755602043871,0.64067474391476,0.716162426247757,"ZNF772","400720","zinc finger protein 772"
"ENSG00000153253",15.2293399704119,0.20147265058335,0.431842075472289,0.466542428416703,0.640827285153712,0.716272658538382,"SCN3A","6328","sodium voltage-gated channel alpha subunit 3"
"ENSG00000071626",1675.82016782232,0.0246068484576009,0.0527820430888061,0.466197347006817,0.64107424816345,0.716488401557299,"DAZAP1","26528","DAZ associated protein 1"
"ENSG00000155621",125.260358631553,0.0771799202909179,0.165618276983122,0.46601088778857,0.641207707210666,0.716577262698533,"C9orf85","138241","chromosome 9 open reading frame 85"
"ENSG00000023839",8.3249497763754,-0.270679704390521,0.581348122934317,-0.465606912127423,0.641496894433389,0.716840127197061,"ABCC2","1244","ATP binding cassette subfamily C member 2"
"ENSG00000071655",1010.454713248,0.0300942747330424,0.0647874482100528,0.464507795328985,0.642283975824517,0.717659272053608,"MBD3","53615","methyl-CpG binding domain protein 3"
"ENSG00000100938",684.225194569885,-0.0360826456570448,0.077701601908384,-0.464374540174718,0.642379427641991,0.717705548279015,"GMPR2","51292","guanosine monophosphate reductase 2"
"ENSG00000103248",168.113588000249,-0.0626541246705622,0.134991635432875,-0.464133384780847,0.64255218434923,0.717825574185871,"MTHFSD","64779","methenyltetrahydrofolate synthetase domain containing"
"ENSG00000237651",11.3955687216537,-0.237370018498312,0.511492076189208,-0.464073696442767,0.642594946323596,0.717825574185871,"C2orf74","339804","chromosome 2 open reading frame 74"
"ENSG00000169933",36.9096951143791,-0.129916091377776,0.280153263335471,-0.463732207974345,0.642839618578531,0.718026508084183,"FRMPD4","9758","FERM and PDZ domain containing 4"
"ENSG00000122008",394.585116365184,-0.0442572818074507,0.0954495978199469,-0.463671747375366,0.642882941886546,0.718026508084183,"POLK","51426","DNA polymerase kappa"
"ENSG00000174886",268.366947250218,-0.0515535728110413,0.111237343483064,-0.463455627371128,0.643037813554963,0.718139093553941,"NDUFA11","126328","NADH:ubiquinone oxidoreductase subunit A11"
"ENSG00000185651",1870.76261521352,0.0246691364627585,0.0533084150238571,0.462762519795765,0.643534599303238,0.718633474688549,"UBE2L3","7332","ubiquitin conjugating enzyme E2 L3"
"ENSG00000188234",25.4211818190916,-0.161345926973415,0.349467723052402,-0.46169049766356,0.644303286349054,0.719431378670714,"AGAP4","119016","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"
"ENSG00000167967",294.097975601972,-0.050713302397131,0.110007185288567,-0.460999908906876,0.644798670457214,0.719924003111358,"E4F1","1877","E4F transcription factor 1"
"ENSG00000168237",47.4528576818271,-0.11463909474057,0.249317153058,-0.459812304666823,0.645650950381599,0.72081498890211,"GLYCTK","132158","glycerate kinase"
"ENSG00000197409",22.6275042877118,-0.169266875160825,0.36838938393463,-0.45947815692447,0.645890834271005,0.721022193712178,"H3C4","8351","H3 clustered histone 4"
"ENSG00000176884",3.34759326153394,0.429816170345274,0.935829205603904,0.459289117898289,0.646026561264101,0.721067209279121,"GRIN1","2902","glutamate ionotropic receptor NMDA type subunit 1"
"ENSG00000058063",1012.28052762148,-0.0292687581638706,0.0637287636024777,-0.459270767379718,0.646039737270106,0.721067209279121,"ATP11B","23200","ATPase phospholipid transporting 11B (putative)"
"ENSG00000130349",159.751860173615,-0.0651041340228908,0.141907593181871,-0.458778368113482,0.64639333035229,0.721401244747426,"MTRES1","51250","mitochondrial transcription rescue factor 1"
"ENSG00000151131",72.3113116263607,-0.0933230630477835,0.2038831113178,-0.457728266184429,0.647147677804222,0.722182444681203,"NOPCHAP1","121053","NOP protein chaperone 1"
"ENSG00000178605",594.948518155414,-0.0362737148784305,0.0796232280678009,-0.455566996700292,0.648701380218264,0.723791914324955,"GTPBP6","8225","GTP binding protein 6 (putative)"
"ENSG00000165449",7.12723950224079,0.290434919294489,0.637578693544016,0.455527956368948,0.64872945978486,0.723791914324955,"SLC16A9","220963","solute carrier family 16 member 9"
"ENSG00000173013",26.2374230089378,-0.151477356025435,0.332555720754399,-0.455494663215568,0.648753406116442,0.723791914324955,"CCDC96","257236","coiled-coil domain containing 96"
"ENSG00000064692",167.073804300182,0.0624957843893631,0.137468506446962,0.454618923305719,0.649383418464798,0.724433946249743,"SNCAIP","9627","synuclein alpha interacting protein"
"ENSG00000161249",11.548501343114,-0.226829797565182,0.499436545316883,-0.454171405140692,0.64970546249863,0.724732338364559,"DMKN","93099","dermokine"
"ENSG00000241399",35.2728997976977,-0.132322455977416,0.291856072799732,-0.453382568702671,0.650273286120888,0.725304819134837,"CD302","9936","CD302 molecule"
"ENSG00000137691",15.0305093086318,-0.199213425508352,0.439710215823159,-0.453056168220734,0.650508296538979,0.725506020205787,"CFAP300","85016","cilia and flagella associated protein 300"
"ENSG00000124479",8.62415983439637,0.260341464789088,0.574919844564353,0.452830889819715,0.650670518690353,0.72562601421035,"NDP","4693","norrin cystine knot growth factor NDP"
"ENSG00000243646",251.681751937128,-0.0506708448267212,0.111945420740456,-0.452638834992644,0.650808829736617,0.725719324705042,"IL10RB","3588","interleukin 10 receptor subunit beta"
"ENSG00000185798",91.0432620494153,-0.0850943965023396,0.188142667313667,-0.452286542533556,0.651062569472851,0.725941323685225,"WDR53","348793","WD repeat domain 53"
"ENSG00000156042",6.14895461163826,0.305347375079859,0.675340771033178,0.452138221438518,0.651169410298076,0.725965008863999,"CFAP70","118491","cilia and flagella associated protein 70"
"ENSG00000137968",1.79952311453388,0.574577872385959,1.27089391566461,0.452105297935497,0.651193127210185,0.725965008863999,"SLC44A5","204962","solute carrier family 44 member 5"
"ENSG00000105732",191.634896514547,-0.0608614196655362,0.134899276900174,-0.451161941442977,0.651872837325768,0.726618449730051,"ZNF574","64763","zinc finger protein 574"
"ENSG00000214827",7.21884553037757,0.282949892240227,0.627282028767197,0.451072849634018,0.651937044990646,0.726618449730051,"MTCP1","4515","mature T cell proliferation 1"
"ENSG00000109107",125.602422121787,0.0708702986572513,0.157118038241232,0.451064050000675,0.651943386947223,0.726618449730051,"ALDOC","230","aldolase, fructose-bisphosphate C"
"ENSG00000145375",139.360117896139,0.0680167600148372,0.150854670285575,0.4508760642682,0.652078875576338,0.726708476707914,"AFG2A","166378","AFG2 AAA ATPase homolog A"
"ENSG00000254996",13.9936503669196,-0.211257183175172,0.468684930689438,-0.450744560667679,0.652173662163109,0.726753132045508,"ANKHD1-EIF4EBP3","404734","ANKHD1-EIF4EBP3 readthrough"
"ENSG00000175294",5.71265657796255,-0.320138058833843,0.711366545253264,-0.450032491645873,0.652687012518334,0.727264169485614,"CATSPER1","117144","cation channel sperm associated 1"
"ENSG00000088538",8.37354108340803,-0.272499379743659,0.60587925131706,-0.449758560226811,0.652884541127897,0.727374970324193,"DOCK3","1795","dedicator of cytokinesis 3"
"ENSG00000109103",282.514156967774,-0.0496727045974115,0.110446939353595,-0.449742698965923,0.652895979235434,0.727374970324193,"UNC119","9094","unc-119 lipid binding chaperone"
"ENSG00000109171",1183.86248557668,0.0273214109623957,0.0607855340970055,0.449472253033006,0.653091019769444,0.727531235811269,"SLAIN2","57606","SLAIN motif family member 2"
"ENSG00000176273",92.1414935011533,0.0826773953312106,0.184256121423731,0.448709083271533,0.653641531306034,0.728081309899982,"SLC35G1","159371","solute carrier family 35 member G1"
"ENSG00000105699",26.5036112290372,-0.148646990911787,0.33133113719255,-0.44863574299509,0.653694445155645,0.728081309899982,"LSR","51599","lipolysis stimulated lipoprotein receptor"
"ENSG00000135439",9.14247130605389,0.261981939136737,0.584324322524637,0.448350220995106,0.653900461344228,0.728249700450615,"AGAP2","116986","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
"ENSG00000090020",1638.80415745854,0.0264619215054399,0.059073769529759,0.447947062056187,0.654191402465141,0.728512635829798,"SLC9A1","6548","solute carrier family 9 member A1"
"ENSG00000152240",222.302422550216,0.0539996789922806,0.120621779970855,0.447677683129268,0.654385830039048,0.728628326229974,"HAUS1","115106","HAUS augmin like complex subunit 1"
"ENSG00000167799",20.3771685625176,0.167270414558477,0.373662454714669,0.447651115192202,0.654405007046933,0.728628326229974,"NUDT8","254552","nudix hydrolase 8"
"ENSG00000175449",4.84124948587565,-0.38760115696026,0.866060836181024,-0.447544953850383,0.654481637662373,0.728652565920506,"RFESD","317671","Rieske Fe-S domain containing"
"ENSG00000126106",43.4707308218959,0.118790385236245,0.265852915802764,0.446827468028882,0.654999637051533,0.729152008459188,"TMEM53","79639","transmembrane protein 53"
"ENSG00000166257",6.4254145618175,0.311226901300277,0.696613117323285,0.446771520031315,0.655040036510693,0.729152008459188,"SCN3B","55800","sodium voltage-gated channel beta subunit 3"
"ENSG00000131323",1012.64943755147,0.0289987799465625,0.0649687213478263,0.446349864134008,0.655344542265981,0.72942983410515,"TRAF3","7187","TNF receptor associated factor 3"
"ENSG00000148225",21.0262934363886,-0.169003982644223,0.378964408751198,-0.445962678134186,0.655624205496315,0.729679964588743,"WDR31","114987","WD repeat domain 31"
"ENSG00000108469",184.580301739386,0.0571040223218724,0.128421556142364,0.444660725482636,0.65656495583644,0.730623739951388,"RECQL5","9400","RecQ like helicase 5"
"ENSG00000197077",5.48525367768371,-0.322718489073399,0.725802393567454,-0.444636848725695,0.65658221352656,0.730623739951388,"KIAA1671","85379","KIAA1671"
"ENSG00000165813",429.473040738896,-0.0407102818354119,0.0917603703710911,-0.443658647744927,0.657289397009125,0.731349398598911,"CCDC186","55088","coiled-coil domain containing 186"
"ENSG00000142233",2.87142290258809,0.446445861646474,1.00655883884103,0.443536775416447,0.657377525263621,0.73138618617452,"NTN5","126147","netrin 5"
"ENSG00000196867",132.43753736058,-0.0691401099693594,0.155957833119692,-0.4433256642922,0.65753019510229,0.731494769356615,"ZFP28","140612","ZFP28 zinc finger protein"
"ENSG00000249693",4.44763258153846,-0.356078818887177,0.804017200878475,-0.442874628177261,0.657856420055693,0.731796396246208,"SPMAP2L","100506564","sperm microtubule associated protein 2 like"
"ENSG00000169436",4.94614327125812,-0.339240220231473,0.76857401154843,-0.441389137720144,0.65893130460982,0.732882538920089,"COL22A1","169044","collagen type XXII alpha 1 chain"
"ENSG00000133789",939.172975237616,-0.0292173772955581,0.0661966065504315,-0.441372735221691,0.65894317721606,0.732882538920089,"SWAP70","23075","switching B cell complex subunit SWAP70"
"ENSG00000102349",3.71030707911155,0.404378927291691,0.91755063914979,0.44071565103632,0.659418864555751,0.733350193337476,"KLF8","11279","KLF transcription factor 8"
"ENSG00000151164",3.91291572981316,-0.372521348055099,0.845644822727562,-0.440517505746159,0.65956233624263,0.73344833807557,"RAD9B","144715","RAD9 checkpoint clamp component B"
"ENSG00000182979",715.820321673888,-0.0322449515809206,0.073309881006621,-0.439844549440864,0.660049699311145,0.733928849414033,"MTA1","9112","metastasis associated 1"
"ENSG00000110696",2235.06284091658,0.0217824512802641,0.049547174136475,0.439630547249083,0.660204712522376,0.734039761570585,"C11orf58","10944","chromosome 11 open reading frame 58"
"ENSG00000010626",61.5121520038372,-0.102928450377388,0.234341563434206,-0.439224049157145,0.660499200948343,0.734305715827897,"LRRC23","10233","leucine rich repeat containing 23"
"ENSG00000155729",208.07226289644,0.0535117488224056,0.122040387597959,0.438475736398763,0.661041455222036,0.734847054591487,"KCTD18","130535","potassium channel tetramerization domain containing 18"
"ENSG00000135299",3.69506319538443,-0.393386144228608,0.897732563517358,-0.438199704695241,0.66124152263871,0.735007942395794,"ANKRD6","22881","ankyrin repeat domain 6"
"ENSG00000198838",17.6941982024661,-0.18279563243152,0.417466632594674,-0.437868845458122,0.661481360867658,0.735213007116673,"RYR3","6263","ryanodine receptor 3"
"ENSG00000161265",16.212666616014,-0.182146096338846,0.41631412840513,-0.437520813998399,0.661733684656339,0.735431913614383,"U2AF1L4","199746","U2 small nuclear RNA auxiliary factor 1 like 4"
"ENSG00000145817",2145.54323240588,0.023245033967782,0.0531664302824265,0.437212614130788,0.661957162509066,0.735618727614242,"YIPF5","81555","Yip1 domain family member 5"
"ENSG00000139971",230.621964521047,-0.0505909981244968,0.11592568878895,-0.436408863755823,0.662540109091495,0.736204946787688,"ARMH4","145407","armadillo like helical domain containing 4"
"ENSG00000221866",4.12637470954159,-0.362317663205978,0.830524625904989,-0.436251559441931,0.662654223194805,0.736270151620662,"PLXNA4","91584","plexin A4"
"ENSG00000131375",567.512165530838,-0.0340695706868277,0.078123607748473,-0.436098276420083,0.662765427644431,0.736332112921232,"CAPN7","23473","calpain 7"
"ENSG00000161381",5.85868067640216,0.30288936663112,0.696808902716119,0.43468067851957,0.663794224893733,0.737413423807173,"PLXDC1","57125","plexin domain containing 1"
"ENSG00000111961",1305.73531024998,-0.0259133513735153,0.0596552007822503,-0.434385452294472,0.664008560079677,0.737589838168292,"SASH1","23328","SAM and SH3 domain containing 1"
"ENSG00000143158",753.014241591648,0.031430585998883,0.0724574450899476,0.433779937449707,0.664448251789216,0.738016531214615,"MPC2","25874","mitochondrial pyruvate carrier 2"
"ENSG00000125731",8.61133650483184,0.250060567455184,0.576661183890999,0.433635164704359,0.664553394940396,0.738071593912395,"SH2D3A","10045","SH2 domain containing 3A"
"ENSG00000101162",3.57554308300322,-0.386204939118223,0.890909572055819,-0.433495105712059,0.664655120947173,0.738122852543507,"TUBB1","81027","tubulin beta 1 class VI"
"ENSG00000143450",6.25691548885446,0.288776446697237,0.66738682772026,0.432697252482003,0.665234726119247,0.738704759829098,"OAZ3","51686","ornithine decarboxylase antizyme 3"
"ENSG00000186868",6.5536103296399,0.282376452733297,0.653321945430824,0.432216389956238,0.665584148205781,0.739030986161945,"MAPT","4137","microtubule associated protein tau"
"ENSG00000086506",1.94122237850443,-0.534160667766656,1.23629136252571,-0.432066973820298,0.665692737269693,0.739089771496787,"HBQ1","3049","hemoglobin subunit theta 1"
"ENSG00000174527",4.97551485191718,0.326817107387301,0.756953672544747,0.431753116790621,0.665920857556401,0.739281246244076,"MYO1H","283446","myosin IH"
"ENSG00000108799",325.799866833026,0.0436500901634353,0.101167975302357,0.431461537437909,0.666132813490026,0.739454745405309,"EZH1","2145","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"ENSG00000108465",423.503152779175,0.0382449852836096,0.0886918472577288,0.431211959905107,0.666314258488578,0.73959434909287,"CDK5RAP3","80279","CDK5 regulatory subunit associated protein 3"
"ENSG00000161654",383.483937763745,0.0412342311899039,0.0956449355462281,0.431117768592924,0.666382741453491,0.739608554523713,"LSM12","124801","LSM12 homolog"
"ENSG00000188559",149.190197024832,-0.0607234210183251,0.141012771809885,-0.430623554440822,0.666742111563713,0.739945582034528,"RALGAPA2","57186","Ral GTPase activating protein catalytic subunit alpha 2"
"ENSG00000143322",1555.87813036642,-0.0308869180066567,0.071744764668403,-0.430511106272533,0.666823889454483,0.739974509126447,"ABL2","27","ABL proto-oncogene 2, non-receptor tyrosine kinase"
"ENSG00000196659",57.6656545284755,0.0969233750823958,0.22520432134839,0.43037973029148,0.666919437605014,0.740018710966566,"IFT70B","150737","intraflagellar transport 70B"
"ENSG00000108309",3.2108562648879,0.40736942442957,0.947724737833908,0.42983939129904,0.667312476362542,0.740392975611668,"RUNDC3A","10900","RUN domain containing 3A"
"ENSG00000113658",1399.06133857764,0.0256726017423485,0.0599363023918657,0.428331423825583,0.668409843859072,0.741548575520898,"SMAD5","4090","SMAD family member 5"
"ENSG00000213996",5.87040189651494,0.298337228110601,0.697175731619379,0.427922566119207,0.66870749718369,0.741816836013845,"TM6SF2","53345","transmembrane 6 superfamily member 2"
"ENSG00000179168",22.4141060609619,0.153831994116946,0.359952968014812,0.427366927866577,0.66911209198665,0.742203675109961,"GGN","199720","gametogenetin"
"ENSG00000115350",377.796639076041,0.0396294492900732,0.0927462966836559,0.427288751218213,0.669169024984187,0.742204842575362,"POLE4","56655","DNA polymerase epsilon 4, accessory subunit"
"ENSG00000161920",62.78545452564,-0.0944634856908536,0.22119067511358,-0.427068119586629,0.66932971263495,0.74232107909297,"MED11","400569","mediator complex subunit 11"
"ENSG00000186496",7.35500223742887,-0.26943113055483,0.631603521833126,-0.426582691896414,0.669683306511681,0.74265122126477,"ZNF396","252884","zinc finger protein 396"
"ENSG00000104979",1130.39371594215,0.0264380945863302,0.0619908858370685,0.426483574630919,0.669755514237014,0.742669288703959,"C19orf53","28974","chromosome 19 open reading frame 53"
"ENSG00000103037",52.586428562101,0.101023683677652,0.237046591491989,0.42617648725426,0.669979249237532,0.74285536258226,"SETD6","79918","SET domain containing 6, protein lysine methyltransferase"
"ENSG00000165323",49.5410202519766,-0.10370157618022,0.243437665162694,-0.42598821390648,0.670116434246575,0.742919377239647,"FAT3","120114","FAT atypical cadherin 3"
"ENSG00000109062",174.692206089794,0.0573837672602406,0.134721475794288,0.42594372517016,0.670148852485183,0.742919377239647,"NHERF1","9368","NHERF family PDZ scaffold protein 1"
"ENSG00000100577",95.5240197932911,0.0741472937458192,0.174187289307419,0.425675685296179,0.670344181901032,0.743020472627945,"GSTZ1","2954","glutathione S-transferase zeta 1"
"ENSG00000140400",302.069253452304,-0.0441684580630687,0.103763411091906,-0.425665054746009,0.670351929189931,0.743020472627945,"MAN2C1","4123","mannosidase alpha class 2C member 1"
"ENSG00000235194",32.4053434162354,-0.126259491456348,0.297012549462981,-0.425098170715795,0.670765111377873,0.743384774574782,"PPP1R3E","90673","protein phosphatase 1 regulatory subunit 3E"
"ENSG00000175854",319.124038948628,0.0442705555887155,0.104167536564812,0.424993784519143,0.6708412057308,0.743384774574782,"SWI5","375757","SWI5 homologous recombination repair protein"
"ENSG00000104691",153.165839195463,0.0606270916690276,0.142657429927564,0.424983764952248,0.670848509866988,0.743384774574782,"UBXN8","7993","UBX domain protein 8"
"ENSG00000204316",15.1207157137351,-0.186529134795544,0.439111762673179,-0.424787379094586,0.670991678925148,0.743481394801353,"MRPL38","64978","mitochondrial ribosomal protein L38"
"ENSG00000162426",66.1455851799461,-0.0894265572877051,0.21067759510239,-0.424471132035865,0.671222254199991,0.74367226325884,"SLC45A1","50651","solute carrier family 45 member 1"
"ENSG00000186166",110.756294782159,0.0741338092599794,0.174684084243805,0.424387886171194,0.671282953787169,0.74367226325884,"CENATAC","338657","centrosomal AT-AC splicing factor"
"ENSG00000196597",31.2576647792005,0.128717459094634,0.303349435567324,0.424320746975864,0.671331910591288,0.74367226325884,"ZNF782","158431","zinc finger protein 782"
"ENSG00000231924",17.755068899451,0.176289029000466,0.415659298158931,0.42411905563354,0.671478989009849,0.743731114633155,"PSG1","5669","pregnancy specific beta-1-glycoprotein 1"
"ENSG00000182836",5.08617171315271,-0.3315634972409,0.781935019831768,-0.424029476659372,0.671544316294515,0.743731114633155,"PLCXD3","345557","phosphatidylinositol specific phospholipase C X domain containing 3"
"ENSG00000171388",6.38700998721896,0.289211404072254,0.682074156386568,0.424017537337014,0.671553023475036,0.743731114633155,"APLN","8862","apelin"
"ENSG00000151790",2.80159065692689,-0.431244740746885,1.01761101800699,-0.423781516823082,0.671725158976455,0.743859726657101,"TDO2","6999","tryptophan 2,3-dioxygenase"
"ENSG00000115317",208.528579312087,0.0518995525258365,0.122493841017629,0.423691118628301,0.671791093139303,0.743870721056792,"HTRA2","27429","HtrA serine peptidase 2"
"ENSG00000152242",569.996562401789,0.0335483917481018,0.0792495823061386,0.423325786355636,0.672057583004518,0.744037222479944,"ARK2N","147339","arkadia (RNF111) N-terminal like PKA signaling regulator 2N"
"ENSG00000165630",111.369999072115,0.0720373103786351,0.170188732594868,0.42327896377323,0.672091740491958,0.744037222479944,"PRPF18","8559","pre-mRNA processing factor 18"
"ENSG00000184986",34.4917843728124,0.129343146288201,0.305591828418018,0.423254597342417,0.67210951628628,0.744037222479944,"TMEM121","80757","transmembrane protein 121"
"ENSG00000239521",100.401694020164,-0.0739700287514657,0.175225125424423,-0.422142820969872,0.672920774064935,0.744873216195555,NA,NA,NA
"ENSG00000129646",53.9653149709034,-0.101736327358836,0.241153644033443,-0.421873481392334,0.673117367174391,0.745028739234188,"QRICH2","84074","glutamine rich 2"
"ENSG00000178404",5.53175824697842,0.309216851830424,0.733387148910064,0.421628402256533,0.67329627180581,0.745164659788748,"CEP295NL","100653515","CEP295 N-terminal like"
"ENSG00000141570",85.6726643593739,-0.0777442887147338,0.184602852377606,-0.421143485668941,0.673650309176404,0.745492583000979,"CBX8","57332","chromobox 8"
"ENSG00000187105",3.5194649580682,-0.385960281631898,0.916757366728615,-0.42100592331117,0.673750756557448,0.745492583000979,"HEATR4","399671","HEAT repeat containing 4"
"ENSG00000169330",55.2144135620364,-0.0969757397370592,0.230350573728423,-0.420991960937727,0.673760952141527,0.745492583000979,"MINAR1","23251","membrane integral NOTCH2 associated receptor 1"
"ENSG00000072818",12.6068330266883,-0.197387360306797,0.471267335888262,-0.418843711997891,0.675330356343252,0.747166829900131,"ACAP1","9744","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
"ENSG00000278619",62.5061005245463,-0.0912116545367954,0.217864001459591,-0.418663266651297,0.675462245170091,0.747250503110873,"MRM1","79922","mitochondrial rRNA methyltransferase 1"
"ENSG00000170542",65.7389018979253,-0.089926291120264,0.214886122299442,-0.418483474679451,0.675593666350515,0.747333645079332,"SERPINB9","5272","serpin family B member 9"
"ENSG00000176058",250.960773042849,0.0469436840320421,0.112316588894575,0.417958598049174,0.67597738801791,0.747645933399237,"TPRN","286262","taperin"
"ENSG00000021826",139.27559129574,-0.0648782828439848,0.155232251361066,-0.417943322184251,0.675988557008842,0.747645933399237,"CPS1","1373","carbamoyl-phosphate synthase 1"
"ENSG00000197620",115.532153877605,-0.066974061782138,0.160296854014235,-0.417812702526217,0.676084062844942,0.747689302473482,"EOLA1","91966","endothelium and lymphocyte associated ASCH domain 1"
"ENSG00000184898",148.482609261234,0.0594844058601705,0.14243510683371,0.417624609427346,0.676221600984243,0.747779144473626,"RBM43","375287","RNA binding motif protein 43"
"ENSG00000164318",8.01786432598822,-0.251790455013076,0.603166056837219,-0.417447984943603,0.676350762836251,0.747859709622968,"EGFLAM","133584","EGF like, fibronectin type III and laminin G domains"
"ENSG00000188596",9.49939867312295,-0.230492688552966,0.552250514612506,-0.417369803113167,0.676407938641739,0.747860671026353,"CFAP54","144535","cilia and flagella associated protein 54"
"ENSG00000147316",283.74831632383,0.0442644378600774,0.106397718807809,0.416028072369055,0.677389461441195,0.7488835381107,"MCPH1","79648","microcephalin 1"
